# Riot Stars main-script translation batch 003
# script_unique.txt lines 53-216 — monster / class / weapon description table
#   (every remaining line ending  ジェムタイプ：<colour>)  plus the クラス７０ placeholder.
# Format:  <count>\t<japanese source message>\t<english replacement>
# The count column is optional and ignored by assemble.py.
# Japanese keys are copied byte-for-byte from script_unique.txt, i.e. without {FFFF}.

21	ダークナイトが昇格した暗黒剣士。{FFFE}ジェムタイプ：ランダム	Ａ　ｐｒｏｍｏｔｅｄ　ｄａｒｋ　ｋｎｉｇｈｔ，{FFFE}ａ　ｄａｒｋ　ｓｗｏｒｄｓｍａｎ．{FFFE}Ｇｅｍ　Ｔｙｐｅ：Ｒａｎｄｏｍ
21	暗黒の魔法を得意とする女魔術師。{FFFE}ジェムタイプ：ランダム	Ａ　ｓｏｒｃｅｒｅｓｓ　ｓｋｉｌｌｅｄ　ｉｎ{FFFE}ｄａｒｋ　ｍａｇｉｃ．{FFFE}Ｇｅｍ　Ｔｙｐｅ：Ｒａｎｄｏｍ
21	サキュバスが昇格した女魔術戦士。{FFFE}ジェムタイプ：ランダム	Ａ　ｐｒｏｍｏｔｅｄ　ｓｕｃｃｕｂｕｓ，{FFFE}ａ　ｆｅｍａｌｅ　ｍａｇｅ　ｗａｒｒｉｏｒ．{FFFE}Ｇｅｍ　Ｔｙｐｅ：Ｒａｎｄｏｍ
21	ヒーリングを得意とする風の妖精。{FFFE}ジェムタイプ：サイクル	Ａ　ｗｉｎｄ　ｆａｉｒｙ　ｓｋｉｌｌｅｄ　ａｔ{FFFE}ｈｅａｌｉｎｇ．{FFFE}Ｇｅｍ　Ｔｙｐｅ：Ｃｙｃｌｅ
21	ヒーリングと攻撃魔法を使う風の{FFFE}妖精。ジェムタイプ：ランダム	Ａ　ｗｉｎｄ　ｆａｉｒｙ　ｏｆ　ｈｅａｌｉｎｇ{FFFE}ａｎｄ　ａｔｔａｃｋ　ｍａｇｉｃ．{FFFE}Ｇｅｍ　Ｔｙｐｅ：Ｒａｎｄｏｍ
21	ヒーリング能力を持つ小さな妖精。{FFFE}ジェムタイプ：緑	Ａ　ｓｍａｌｌ　ｆａｉｒｙ　ｗｉｔｈ{FFFE}ｈｅａｌｉｎｇ　ｐｏｗｅｒ．{FFFE}Ｇｅｍ　Ｔｙｐｅ：Ｇｒｅｅｎ
21	攻撃魔法も使える小妖精。{FFFE}ジェムタイプ：ランダム	Ａ　ｓｍａｌｌ　ｆａｉｒｙ　ｔｈａｔ　ａｌｓｏ{FFFE}ｕｓｅｓ　ａｔｔａｃｋ　ｍａｇｉｃ．{FFFE}Ｇｅｍ　Ｔｙｐｅ：Ｒａｎｄｏｍ
21	仲間のパワーＵＰ能力を持つ歌の{FFFE}妖精。ジェムタイプ：青	Ａ　ｓｏｎｇ　ｆａｉｒｙ　ｗｈｏ　ｒａｉｓｅｓ{FFFE}ｈｅｒ　ａｌｌｉｅｓ’　ｐｏｗｅｒ．{FFFE}Ｇｅｍ　Ｔｙｐｅ：Ｂｌｕｅ
21	山羊の角と下半身を持つ妖精。{FFFE}ジェムタイプ：ランダム	Ａ　ｆａｉｒｙ　ｗｉｔｈ　ｇｏａｔ　ｈｏｒｎｓ{FFFE}ａｎｄ　ｌｏｗｅｒ　ｂｏｄｙ．{FFFE}Ｇｅｍ　Ｔｙｐｅ：Ｒａｎｄｏｍ
21	クラス７０	Ｃｌａｓｓ　７０
21	素早さにかけては天下一品のモンス{FFFE}ター。ジェムタイプ：緑	Ａ　ｍｏｎｓｔｅｒ　ｏｆ　ｕｎｍａｔｃｈｅｄ{FFFE}ｓｐｅｅｄ．{FFFE}Ｇｅｍ　Ｔｙｐｅ：Ｇｒｅｅｎ
21	進化した猫型モンスター。{FFFE}ジェムタイプ：ランダム	Ａｎ　ｅｖｏｌｖｅｄ　ｃａｔ　ｍｏｎｓｔｅｒ．{FFFE}Ｇｅｍ　Ｔｙｐｅ：Ｒａｎｄｏｍ
21	鋭い爪を持ち、鋭敏な動きをする{FFFE}暗殺猫。ジェムタイプ：赤	Ａ　ｓｗｉｆｔ　ａｓｓａｓｓｉｎ　ｃａｔ{FFFE}ｗｉｔｈ　ｓｈａｒｐ　ｃｌａｗｓ．{FFFE}Ｇｅｍ　Ｔｙｐｅ：Ｒｅｄ
21	額に宝石のはまった謎の生物。{FFFE}ジェムタイプ：サイクル	Ａ　ｍｙｓｔｅｒｉｏｕｓ　ｃｒｅａｔｕｒｅ{FFFE}ｗｉｔｈ　ａ　ｇｅｍ　ｉｎ　ｉｔｓ　ｂｒｏｗ．{FFFE}Ｇｅｍ　Ｔｙｐｅ：Ｃｙｃｌｅ
21	幸運を運ぶと言われる伝説の生物。{FFFE}ジェムタイプ：ランダム	Ａ　ｌｅｇｅｎｄａｒｙ　ｃｒｅａｔｕｒｅ{FFFE}ｓａｉｄ　ｔｏ　ｂｒｉｎｇ　ｌｕｃｋ．{FFFE}Ｇｅｍ　Ｔｙｐｅ：Ｒａｎｄｏｍ
21	凶悪な牙を持つ犬のモンスター。{FFFE}ジェムタイプ：緑	Ａ　ｄｏｇ　ｍｏｎｓｔｅｒ　ｗｉｔｈ{FFFE}ｖｉｃｉｏｕｓ　ｆａｎｇｓ．{FFFE}Ｇｅｍ　Ｔｙｐｅ：Ｇｒｅｅｎ
21	鋭い爪と牙を持つ凶暴な狼のモンス{FFFE}ター。ジェムタイプ：青	Ａ　ｓａｖａｇｅ　ｗｏｌｆ　ｍｏｎｓｔｅｒ，{FFFE}ｓｈａｒｐ　ｏｆ　ｃｌａｗ　ａｎｄ　ｆａｎｇ．{FFFE}Ｇｅｍ　Ｔｙｐｅ：Ｂｌｕｅ
21	キラーウルフが進化した狼の怪物。{FFFE}ジェムタイプ：サイクル	Ａ　ｗｏｌｆ　ｍｏｎｓｔｅｒ　ｅｖｏｌｖｅｄ{FFFE}ｆｒｏｍ　ｔｈｅ　ｋｉｌｌｅｒ　ｗｏｌｆ．{FFFE}Ｇｅｍ　Ｔｙｐｅ：Ｃｙｃｌｅ
21	砂漠に生息する石化能力を持つ王様{FFFE}トカゲ。ジェムタイプ：緑	Ａ　ｄｅｓｅｒｔ　ｋｉｎｇ　ｌｉｚａｒｄ{FFFE}ｗｉｔｈ　ｐｅｔｒｉｆｙｉｎｇ　ｐｏｗｅｒ．{FFFE}Ｇｅｍ　Ｔｙｐｅ：Ｇｒｅｅｎ
21	石化能力も強化したバジリスクの{FFFE}進化型。ジェムタイプ：緑	Ａｎ　ｅｖｏｌｖｅｄ　ｂａｓｉｌｉｓｋ　ｏｆ{FFFE}ｇｒｅａｔｅｒ　ｐｅｔｒｉｆｉｃａｔｉｏｎ．{FFFE}Ｇｅｍ　Ｔｙｐｅ：Ｇｒｅｅｎ
21	子供のドラゴン。成長すれば・・？{FFFE}ジェムタイプ：緑	Ａ　ｙｏｕｎｇ　ｄｒａｇｏｎ．　Ｗｈｅｎ　ｉｔ{FFFE}ｇｒｏｗｓ　ｕｐ．．？{FFFE}Ｇｅｍ　Ｔｙｐｅ：Ｇｒｅｅｎ
21	炎のブレスを吐くドラゴン。{FFFE}ジェムタイプ：緑	Ａ　ｄｒａｇｏｎ　ｂｒｅａｔｈｉｎｇ{FFFE}ｆｉｒｅ．{FFFE}Ｇｅｍ　Ｔｙｐｅ：Ｇｒｅｅｎ
21	氷のブレスを吐くドラゴン。{FFFE}ジェムタイプ：緑	Ａ　ｄｒａｇｏｎ　ｂｒｅａｔｈｉｎｇ{FFFE}ｉｃｅ．{FFFE}Ｇｅｍ　Ｔｙｐｅ：Ｇｒｅｅｎ
21	暗黒の力を持つ闇のドラゴン。{FFFE}ジェムタイプ：緑	Ａ　ｄｒａｇｏｎ　ｏｆ　ｓｈａｄｏｗ　ｗｉｔｈ{FFFE}ｄａｒｋ　ｐｏｗｅｒ．{FFFE}Ｇｅｍ　Ｔｙｐｅ：Ｇｒｅｅｎ
21	闇の加護を受けた暗黒のドラゴン。{FFFE}ジェムタイプ：緑	Ａ　ｄａｒｋ　ｄｒａｇｏｎ　ｂｌｅｓｓｅｄ{FFFE}ｂｙ　ｔｈｅ　ｓｈａｄｏｗｓ．{FFFE}Ｇｅｍ　Ｔｙｐｅ：Ｇｒｅｅｎ
21	強力な氷のブレスを吐くドラゴン。{FFFE}ジェムタイプ：緑	Ａ　ｄｒａｇｏｎ　ｂｒｅａｔｈｉｎｇ{FFFE}ｐｏｗｅｒｆｕｌ　ｉｃｅ．{FFFE}Ｇｅｍ　Ｔｙｐｅ：Ｇｒｅｅｎ
21	最強の氷のブレスを吐くドラゴン。{FFFE}ジェムタイプ：緑	Ａ　ｄｒａｇｏｎ　ｂｒｅａｔｈｉｎｇ{FFFE}ｔｈｅ　ｓｔｒｏｎｇｅｓｔ　ｉｃｅ．{FFFE}Ｇｅｍ　Ｔｙｐｅ：Ｇｒｅｅｎ
21	強力な雷のブレスを吐くドラゴン。{FFFE}ジェムタイプ：緑	Ａ　ｄｒａｇｏｎ　ｂｒｅａｔｈｉｎｇ{FFFE}ｐｏｗｅｒｆｕｌ　ｔｈｕｎｄｅｒ．{FFFE}Ｇｅｍ　Ｔｙｐｅ：Ｇｒｅｅｎ
21	最強の雷のブレスを吐くドラゴン。{FFFE}ジェムタイプ：緑	Ａ　ｄｒａｇｏｎ　ｂｒｅａｔｈｉｎｇ{FFFE}ｔｈｅ　ｓｔｒｏｎｇｅｓｔ　ｔｈｕｎｄｅｒ．{FFFE}Ｇｅｍ　Ｔｙｐｅ：Ｇｒｅｅｎ
21	強力な炎のブレスを吐くドラゴン。{FFFE}ジェムタイプ：緑	Ａ　ｄｒａｇｏｎ　ｂｒｅａｔｈｉｎｇ{FFFE}ｐｏｗｅｒｆｕｌ　ｆｉｒｅ．{FFFE}Ｇｅｍ　Ｔｙｐｅ：Ｇｒｅｅｎ
21	最強の炎のブレスを吐くドラゴン。{FFFE}ジェムタイプ：緑	Ａ　ｄｒａｇｏｎ　ｂｒｅａｔｈｉｎｇ{FFFE}ｔｈｅ　ｓｔｒｏｎｇｅｓｔ　ｆｉｒｅ．{FFFE}Ｇｅｍ　Ｔｙｐｅ：Ｇｒｅｅｎ
21	高い防御力を持つ粘液状のモンスタ{FFFE}ー。ジェムタイプ：緑	Ａ　ｓｌｉｍｙ　ｍｏｎｓｔｅｒ　ｏｆ　ｈｉｇｈ{FFFE}ｄｅｆｅｎｃｅ　ｐｏｗｅｒ．{FFFE}Ｇｅｍ　Ｔｙｐｅ：Ｇｒｅｅｎ
21	マヒ能力を持つグレイウーズの進化{FFFE}型。ジェムタイプ：緑	Ａｎ　ｅｖｏｌｖｅｄ　ｇｒｅｙ　ｏｏｚｅ{FFFE}ｗｉｔｈ　ｐａｒａｌｙｓｉｓ　ｐｏｗｅｒ．{FFFE}Ｇｅｍ　Ｔｙｐｅ：Ｇｒｅｅｎ
21	マヒ能力を持つスライムの進化型。{FFFE}ジェムタイプ：緑	Ａｎ　ｅｖｏｌｖｅｄ　ｓｌｉｍｅ{FFFE}ｗｉｔｈ　ｐａｒａｌｙｓｉｓ　ｐｏｗｅｒ．{FFFE}Ｇｅｍ　Ｔｙｐｅ：Ｇｒｅｅｎ
21	高い防御力を持つゼラチン状のモン{FFFE}スター。ジェムタイプ：緑	Ａ　ｇｅｌａｔｉｎｏｕｓ　ｍｏｎｓｔｅｒ　ｏｆ{FFFE}ｈｉｇｈ　ｄｅｆｅｎｃｅ　ｐｏｗｅｒ．{FFFE}Ｇｅｍ　Ｔｙｐｅ：Ｇｒｅｅｎ
21	ゼラチナスキューブの進化型。{FFFE}ジェムタイプ：緑	Ａｎ　ｅｖｏｌｖｅｄ{FFFE}ｇｅｌａｔｉｎｏｕｓ　ｃｕｂｅ．{FFFE}Ｇｅｍ　Ｔｙｐｅ：Ｇｒｅｅｎ
21	イソギンチャクに似たモンスター。{FFFE}ジェムタイプ：緑	Ａ　ｍｏｎｓｔｅｒ　ｌｉｋｅ　ａ　ｓｅａ{FFFE}ａｎｅｍｏｎｅ．{FFFE}Ｇｅｍ　Ｔｙｐｅ：Ｇｒｅｅｎ
21	強力な触手を持ったローパーの進化{FFFE}型。ジェムタイプ：緑	Ａｎ　ｅｖｏｌｖｅｄ　ｒｏｐｅｒ　ｗｉｔｈ{FFFE}ｐｏｗｅｒｆｕｌ　ｔｅｎｔａｃｌｅｓ．{FFFE}Ｇｅｍ　Ｔｙｐｅ：Ｇｒｅｅｎ
21	高い攻撃力と防御力を持つ土くれの{FFFE}人形。ジェムタイプ：緑	Ａ　ｃｌａｙ　ｆｉｇｕｒｅ　ｏｆ　ｈｉｇｈ{FFFE}ａｔｔａｃｋ　ａｎｄ　ｄｅｆｅｎｃｅ．{FFFE}Ｇｅｍ　Ｔｙｐｅ：Ｇｒｅｅｎ
21	ゴーレムが進化した石の人形。{FFFE}ジェムタイプ：緑	Ａ　ｓｔｏｎｅ　ｆｉｇｕｒｅ　ｅｖｏｌｖｅｄ{FFFE}ｆｒｏｍ　ｔｈｅ　ｇｏｌｅｍ．{FFFE}Ｇｅｍ　Ｔｙｐｅ：Ｇｒｅｅｎ
21	ゴーレムが進化した鉄の人形。{FFFE}ジェムタイプ：緑	Ａｎ　ｉｒｏｎ　ｆｉｇｕｒｅ　ｅｖｏｌｖｅｄ{FFFE}ｆｒｏｍ　ｔｈｅ　ｇｏｌｅｍ．{FFFE}Ｇｅｍ　Ｔｙｐｅ：Ｇｒｅｅｎ
21	高い攻撃力と防御力を持つ青銅でで{FFFE}きた像。ジェムタイプ：緑	Ａ　ｂｒｏｎｚｅ　ｓｔａｔｕｅ　ｏｆ　ｈｉｇｈ{FFFE}ａｔｔａｃｋ　ａｎｄ　ｄｅｆｅｎｃｅ．{FFFE}Ｇｅｍ　Ｔｙｐｅ：Ｇｒｅｅｎ
21	高い攻撃力と防御力を持つ鋼鉄でで{FFFE}きた像。ジェムタイプ：緑	Ａ　ｓｔｅｅｌ　ｓｔａｔｕｅ　ｏｆ　ｈｉｇｈ{FFFE}ａｔｔａｃｋ　ａｎｄ　ｄｅｆｅｎｃｅ．{FFFE}Ｇｅｍ　Ｔｙｐｅ：Ｇｒｅｅｎ
21	骸骨の姿をしたアンデッドの戦士。{FFFE}ジェムタイプ：緑	Ａｎ　ｕｎｄｅａｄ　ｗａｒｒｉｏｒ{FFFE}ｉｎ　ｓｋｅｌｅｔｏｎ　ｆｏｒｍ．{FFFE}Ｇｅｍ　Ｔｙｐｅ：Ｇｒｅｅｎ
21	スケルトンが昇格したアンデッドの{FFFE}戦士。ジェムタイプ：緑	Ａ　ｐｒｏｍｏｔｅｄ　ｓｋｅｌｅｔｏｎ，{FFFE}ａｎ　ｕｎｄｅａｄ　ｗａｒｒｉｏｒ．{FFFE}Ｇｅｍ　Ｔｙｐｅ：Ｇｒｅｅｎ
21	生霊の異名を持つアンデッドの魔術{FFFE}師。ジェムタイプ：緑	Ａｎ　ｕｎｄｅａｄ　ｍａｇｅ　ｋｎｏｗｎ　ａｓ{FFFE}ｔｈｅ　ｌｉｖｉｎｇ　ｓｐｉｒｉｔ．{FFFE}Ｇｅｍ　Ｔｙｐｅ：Ｇｒｅｅｎ
21	レイスが昇格する強力なアンデッド{FFFE}魔術師。ジェムタイプ：緑	Ａ　ｐｒｏｍｏｔｅｄ　ｗｒａｉｔｈ，{FFFE}ａ　ｐｏｗｅｒｆｕｌ　ｕｎｄｅａｄ　ｍａｇｅ．{FFFE}Ｇｅｍ　Ｔｙｐｅ：Ｇｒｅｅｎ
21	火の玉の姿をした、精霊の幼生。{FFFE}ジェムタイプ：緑	Ａ　ｓｐｉｒｉｔ　ｌａｒｖａ，{FFFE}ｓｈａｐｅｄ　ｌｉｋｅ　ａ　ｆｉｒｅｂａｌｌ．{FFFE}Ｇｅｍ　Ｔｙｐｅ：Ｇｒｅｅｎ
21	炎・暗黒の魔法を使う暗黒の精霊。{FFFE}ジェムタイプ：緑	Ａ　ｄａｒｋ　ｓｐｉｒｉｔ，　ｕｓｉｎｇ{FFFE}ｆｉｒｅ　ａｎｄ　ｄａｒｋ　ｍａｇｉｃ．{FFFE}Ｇｅｍ　Ｔｙｐｅ：Ｇｒｅｅｎ
21	ネルガリの進化型。{FFFE}ジェムタイプ：緑	Ａｎ　ｅｖｏｌｖｅｄ　Ｎｅｒｇａｌｉ．{FFFE}Ｇｅｍ　Ｔｙｐｅ：Ｇｒｅｅｎ
21	炎・光の魔法を使う光の精霊。{FFFE}ジェムタイプ：緑	Ａ　ｌｉｇｈｔ　ｓｐｉｒｉｔ，　ｕｓｉｎｇ{FFFE}ｆｉｒｅ　ａｎｄ　ｌｉｇｈｔ　ｍａｇｉｃ．{FFFE}Ｇｅｍ　Ｔｙｐｅ：Ｇｒｅｅｎ
21	エンゼルビーストの進化型。{FFFE}ジェムタイプ：緑	Ａｎ　ｅｖｏｌｖｅｄ　ａｎｇｅｌ　ｂｅａｓｔ．{FFFE}Ｇｅｍ　Ｔｙｐｅ：Ｇｒｅｅｎ
21	スライムの突然変異種。{FFFE}ジェムタイプ：緑	Ａ　ｍｕｔａｎｔ　ｓｌｉｍｅ．{FFFE}Ｇｅｍ　Ｔｙｐｅ：Ｇｒｅｅｎ
21	伝説の最強アンデッドモンスター。{FFFE}ジェムタイプ：緑	Ｔｈｅ　ｓｔｒｏｎｇｅｓｔ　ｕｎｄｅａｄ{FFFE}ｍｏｎｓｔｅｒ　ｏｆ　ｌｅｇｅｎｄ．{FFFE}Ｇｅｍ　Ｔｙｐｅ：Ｇｒｅｅｎ
21	格闘戦専用のオリジナル１号機。{FFFE}ジェムタイプ：サイクル	Ｏｒｉｇｉｎａｌ　Ｕｎｉｔ　１，　ｆｏｒ{FFFE}ｃｌｏｓｅ　ｃｏｍｂａｔ　ｏｎｌｙ．{FFFE}Ｇｅｍ　Ｔｙｐｅ：Ｃｙｃｌｅ
21	遠隔攻撃専用のオリジナル２号機。{FFFE}ジェムタイプ：サイクル	Ｏｒｉｇｉｎａｌ　Ｕｎｉｔ　２，　ｆｏｒ{FFFE}ｒａｎｇｅｄ　ａｔｔａｃｋ　ｏｎｌｙ．{FFFE}Ｇｅｍ　Ｔｙｐｅ：Ｃｙｃｌｅ
21	遠隔攻撃専用のオリジナル３号機。{FFFE}ジェムタイプ：サイクル	Ｏｒｉｇｉｎａｌ　Ｕｎｉｔ　３，　ｆｏｒ{FFFE}ｒａｎｇｅｄ　ａｔｔａｃｋ　ｏｎｌｙ．{FFFE}Ｇｅｍ　Ｔｙｐｅ：Ｃｙｃｌｅ
21	最強の攻撃能力を持つオリジナル４{FFFE}号機。ジェムタイプ：サイクル	Ｏｒｉｇｉｎａｌ　Ｕｎｉｔ　４，　ｏｆ　ｔｈｅ{FFFE}ｓｔｒｏｎｇｅｓｔ　ａｔｔａｃｋ．{FFFE}Ｇｅｍ　Ｔｙｐｅ：Ｃｙｃｌｅ
21	帝国の量産型機械兵試作機。{FFFE}ジェムタイプ：緑	Ｔｈｅ　Ｅｍｐｉｒｅ’ｓ　ｐｒｏｔｏｔｙｐｅ{FFFE}ｍａｃｈｉｎｅ　ｓｏｌｄｉｅｒ．{FFFE}Ｇｅｍ　Ｔｙｐｅ：Ｇｒｅｅｎ
21	量産型機械兵１号機。{FFFE}ジェムタイプ：緑	Ｍａｓｓ‐ｐｒｏｄｕｃｅｄ　ｍａｃｈｉｎｅ{FFFE}ｓｏｌｄｉｅｒ　Ｕｎｉｔ　１．{FFFE}Ｇｅｍ　Ｔｙｐｅ：Ｇｒｅｅｎ
21	セネカ作成の機械兵１号機。{FFFE}ジェムタイプ：緑	Ｓｅｎｅｃａ’ｓ　ｍａｃｈｉｎｅ{FFFE}ｓｏｌｄｉｅｒ　Ｕｎｉｔ　１．{FFFE}Ｇｅｍ　Ｔｙｐｅ：Ｇｒｅｅｎ
21	セネカ作成の機械兵改良型。{FFFE}ジェムタイプ：緑	Ｓｅｎｅｃａ’ｓ　ｉｍｐｒｏｖｅｄ{FFFE}ｍａｃｈｉｎｅ　ｓｏｌｄｉｅｒ．{FFFE}Ｇｅｍ　Ｔｙｐｅ：Ｇｒｅｅｎ
21	クリミアの量産型機械兵２号機。{FFFE}ジェムタイプ：緑	Ｃｒｉｍｅａ’ｓ　ｍａｓｓ‐ｐｒｏｄｕｃｅｄ{FFFE}ｍａｃｈｉｎｅ　ｓｏｌｄｉｅｒ　Ｕｎｉｔ　２．{FFFE}Ｇｅｍ　Ｔｙｐｅ：Ｇｒｅｅｎ
21	クリミアの量産型機械兵２号機改良{FFFE}型。ジェムタイプ：緑	Ｃｒｉｍｅａ’ｓ　ｉｍｐｒｏｖｅｄ{FFFE}ｍａｃｈｉｎｅ　ｓｏｌｄｉｅｒ　Ｕｎｉｔ　２．{FFFE}Ｇｅｍ　Ｔｙｐｅ：Ｇｒｅｅｎ
21	遠隔攻撃能力を持つ乱射タイプ１号{FFFE}機。ジェムタイプ：緑	Ｂａｒｒａｇｅ　Ｕｎｉｔ　１，　ａｂｌｅ　ｔｏ{FFFE}ａｔｔａｃｋ　ａｔ　ｒａｎｇｅ．{FFFE}Ｇｅｍ　Ｔｙｐｅ：Ｇｒｅｅｎ
21	１号機以上の能力を持つ乱射タイプ{FFFE}２号機。ジェムタイプ：緑	Ｂａｒｒａｇｅ　Ｕｎｉｔ　２，　ｍｏｒｅ{FFFE}ｐｏｗｅｒｆｕｌ　ｔｈａｎ　Ｕｎｉｔ　１．{FFFE}Ｇｅｍ　Ｔｙｐｅ：Ｇｒｅｅｎ
21	自走砲１です！{FFFE}ジェムタイプ：緑	Ｔｈｉｓ　ｉｓ　Ｓｅｌｆ‐ｐｒｏｐｅｌｌｅｄ{FFFE}Ｇｕｎ　１！{FFFE}Ｇｅｍ　Ｔｙｐｅ：Ｇｒｅｅｎ
21	自走砲２です！{FFFE}ジェムタイプ：緑	Ｔｈｉｓ　ｉｓ　Ｓｅｌｆ‐ｐｒｏｐｅｌｌｅｄ{FFFE}Ｇｕｎ　２！{FFFE}Ｇｅｍ　Ｔｙｐｅ：Ｇｒｅｅｎ
21	さく裂弾を放つ長射程の無人砲台。{FFFE}ジェムタイプ：緑	Ａ　ｌｏｎｇ‐ｒａｎｇｅ　ｔｕｒｒｅｔ{FFFE}ｆｉｒｉｎｇ　ｂｕｒｓｔ　ｓｈｅｌｌｓ．{FFFE}Ｇｅｍ　Ｔｙｐｅ：Ｇｒｅｅｎ
